"Type","Subline Code","Tariff","No Pass","Class","Unit","2015","2014","2013","2012","2011","2010","2009","2008","Body Type"
"HYUNDAI","PC","1","5","B","HYUNDAI GENESIS COUP 2.0 A/T","0","0","0","0","0","1140000","0","0","COUPE"
"HYUNDAI","PC","1","5","B","HYUNDAI GENESIS COUP 2.0 M/T","0","0","0","0","0","1070000","940000","0","COUPE"
"HYUNDAI","PC","1","5","B","HYUNDAI GENESIS COUP 2.0EM M/T","0","0","0","0","0","905000","0","0","COUPE"
"HYUNDAI","PC","1","5","B","HYUNDAI GENESIS COUP 3.8GL A/T","0","0","0","0","0","0","920000","0","COUPE"
"HYUNDAI","PC","1","5","C","HYUNDAI GENESIS COUP 3.8V6 A/T","0","0","0","0","0","1200000","0","0","COUPE"
"HYUNDAI","PC","1","5","C","HYUNDAI GENESIS COUP 3.8V6 M/T","0","0","0","0","0","1120000","985000","0","COUPE"
"HYUNDAI","PC","1","5","B","HYUNDAI GENESIS COUP 5 A/T","0","0","0","0","0","0","875000","0","COUPE"
"HYUNDAI","PC","1","5","B","HYUNDAI GENESIS COUP 6 M/T","0","0","0","0","0","0","825000","0","COUPE"
"HYUNDAI","PC","1","5","B","HYUNDAI GENESIS COUP AT A/T","0","0","0","0","1140000","0","0","0","COUPE"
"HYUNDAI","PC","1","5","B","HYUNDAI GENESIS COUP MT M/T","0","0","0","0","1070000","0","0","0","COUPE"
"HYUNDAI","PC","1","5","C","HYUNDAI GENESIS FL 2.0 TURBO BREMB M/T","1818000","1600000","1410000","0","0","0","0","0","COUPE"
"HYUNDAI","PC","1","5","C","HYUNDAI GENESIS FL 2.0 TURBO COUPE A/T","1838000","1620000","1430000","0","0","0","0","0","COUPE"
"HYUNDAI","PC","1","5","C","HYUNDAI GENESIS FL 2.0 TURBO COUPE M/T","1518000","1340000","1180000","0","0","0","0","0","COUPE"
"HYUNDAI","PC","1","5","B","HYUNDAI GENESIS FL 3.8 V6 BREMB M/T","1958000","1725000","1520000","0","0","0","0","0","COUPE"
"HYUNDAI","PC","1","4","C","HYUNDAI GENESIS FL 3.8 V6 COUPE A/T","1988000","1750000","1545000","0","0","0","0","0","COUPE"
"HYUNDAI","PC","1","5","C","HYUNDAI GENESIS GLS 3.8 A/T","0","0","0","0","1200000","0","0","0","COUPE"
"HYUNDAI","PC","1","5","C","HYUNDAI GENESIS GLS 3.8V6 A/T","0","0","0","0","1955000","1725000","0","0","COUPE"
"HYUNDAI","PC","1","4","C","HYUNDAI GENESIS GLS BREM 3.8 A/T","0","0","0","1430000","0","0","0","0","COUPE"
"HYUNDAI","PC","1","4","C","HYUNDAI GENESIS GLS V6 3.8 A/T","0","0","0","1330000","0","0","0","0","COUPE"
"HYUNDAI","PC","1","4","C","HYUNDAI GENESIS GLS V6 3.8 M/T","0","0","0","1245000","0","0","0","0","COUPE"
"HYUNDAI","PC","1","5","C","HYUNDAI GENESIS GLS V6 3.8 CVVT A/T","0","0","0","2170000","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","B","HYUNDAI GENESIS TURB 2.0 M/T","0","0","0","0","905000","0","0","0","COUPE"
"HYUNDAI","PC","1","4","B","HYUNDAI GENESIS TURBO 5 2.0 A/T","0","0","0","1260000","0","0","0","0","COUPE"
"HYUNDAI","PC","1","4","B","HYUNDAI GENESIS TURBO 6 2.0 M/T","0","0","0","1185000","0","0","0","0","COUPE"
"HYUNDAI","PC","1","5","B","HYUNDAI GENESIS TURBO 6 ENTR 2.0 M/T","0","0","0","1000000","0","0","0","0","COUPE"
"HYUNDAI","PC","1","5","A","HYUNDAI GETZ 1.1 CRDI M/T","0","0","0","0","355000","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI GETZ 1.1 FL M/T","0","0","0","0","335000","0","0","230000","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI GETZ 1.1 GL M/T","0","0","0","370000","0","0","0","235000","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI GETZ 1.1 GOLD M/T","0","0","0","0","405000","360000","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI GETZ 1.1  M/T","0","0","0","0","0","300000","265000","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI GETZ 1.1 GL UPGRADE  M/T","0","0","0","390000","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI GETZ 1.4 CVVT M/T","0","0","0","0","385000","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI GETZ 1.4 FL A/T","0","0","0","0","0","0","0","290000","HATCHBACK"
"HYUNDAI","PC","1","0","A","HYUNDAI GETZ 1.4 FL M/T","0","0","0","0","0","0","0","260000","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI GETZ 1.4  A/T","0","0","0","0","0","0","300000","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI GETZ 1.5 CRDI M/T","0","0","0","0","0","370000","330000","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI GRAND I10 E 1.0  M/T","538000","475000","0","0","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI GRAND I10 L 1.0  A/T","698000","615000","0","0","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI GRAND I10 L 1.2  A/T","728000","645000","0","0","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI GRAND I10 S 1.0  A/T","628000","555000","0","0","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI GRAND I10 S 1.0  M/T","588000","520000","0","0","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","7","B","HYUNDAI GRAND SANTA FE 4X4 A/T","2498000","2200000","0","0","0","0","0","0","SUV"
"HYUNDAI","PC","1","19","B","HYUNDAI H-100 2.6 C/C M/T","0","0","0","0","0","0","375000","0","TRUCK"
"HYUNDAI","PC","1","19","B","HYUNDAI H-100 2.6 DSL M/T","0","0","0","0","0","0","445000","0","VAN"
"HYUNDAI","PC","1","11","B","HYUNDAI H100 SHUTTLE D A/C M/T","838000","740000","650000","575000","0","0","0","0","AUV"
"HYUNDAI","PC","1","11","B","HYUNDAI H100 SHUTTLE DU AC M/T","0","0","0","0","0","480000","0","0","AUV"
"HYUNDAI","PC","1","11","B","HYUNDAI H100 SHUTTLE F A/C M/T","0","715000","0","0","0","0","0","0","AUV"
"HYUNDAI","PC","1","11","B","HYUNDAI H100 SHUTTLE W/OAC M/T","0","0","0","0","0","485000","0","0","AUV"
"HYUNDAI","PC","1","11","B","HYUNDAI H100 SHUTTLE WO/AC M/T","0","0","0","0","480000","0","0","0","AUV"
"HYUNDAI","PC","1","5","A","HYUNDAI I10 1.1 GL FL A/T","558000","495000","440000","0","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI I10 1.1 GL FL M/T","488000","430000","380000","0","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI I10 1.1 GL STD M/T","0","0","0","0","320000","285000","250000","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI I10 1.1 GL STD FL M/T","0","0","0","350000","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI I10 1.1 GLS FL A/T","0","0","0","405000","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI I10 1.1 GLS FL M/T","528000","465000","410000","365000","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI I10 1.1 GLS UG A/T","598000","530000","470000","0","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI I10 1.1 GLS W/AB A/T","0","0","0","0","0","330000","295000","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI I10 1.1 GLS W/AB M/T","0","0","0","0","0","310000","275000","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI I10 1.2  A/T","0","0","0","0","0","0","335000","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI I10 1.2  M/T","0","0","0","0","0","0","300000","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI I10 1.2 GLS FL A/T","0","0","0","0","380000","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI I10 1.2 GLS FL M/T","0","0","0","0","355000","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI I10 1.2 GLS W/AB A/T","0","0","0","0","380000","335000","0","260000","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI I10 1.2 GLS W/AB M/T","0","0","0","0","0","325000","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI I10 GLS  A/T","0","0","0","0","0","0","0","245000","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI I10 GLS  M/T","0","0","0","0","0","0","0","245000","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI I10 W/O ABS 1.1 M/T","0","0","0","0","0","0","270000","0","HATCHBACK"
"HYUNDAI","PC","1","5","B","HYUNDAI I30 1.6 CRDI A/T","0","1365000","0","0","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","B","HYUNDAI I30 1.6 CRDI M/T","0","0","0","755000","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI I30 1.6  A/T","0","0","0","0","640000","0","550000","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI I30 1.6  M/T","0","0","0","0","680000","0","585000","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI I30 1.6 CCVT A/T A/T","0","0","0","0","0","640000","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI I30 1.6 CRDI M/T M/T","0","0","0","0","0","680000","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI I30 1.6 CRDI  M/T","0","0","0","0","0","0","0","475000","HATCHBACK"
"HYUNDAI","PC","1","5","B","HYUNDAI I30 1.6 CVVT GAS A/T","0","0","0","710000","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","7","B","HYUNDAI SANTA FE 2.2 R-EVGT 4X2 A/T","1768000","1560000","0","0","0","0","0","0","SUV"
"HYUNDAI","PC","1","7","B","HYUNDAI SANTA FE 2.4 4X2 LE GLS A/T","0","0","0","985000","0","0","0","0","SUV"
"HYUNDAI","PC","1","7","B","HYUNDAI SANTA FE 4X2 CRDI A/T","0","0","0","0","1005000","885000","780000","685000","SUV"
"HYUNDAI","PC","1","7","B","HYUNDAI SANTA FE 4X4 2.7V6 A/T","0","0","0","0","0","1035000","0","0","SUV"
"HYUNDAI","PC","1","7","B","HYUNDAI SANTA FE 4X4 CRDI A/T","0","0","0","0","1160000","1025000","900000","795000","SUV"
"HYUNDAI","PC","1","7","C","HYUNDAI SANTA FE 4X4 V6 A/T","0","0","0","0","0","0","880000","775000","SUV"
"HYUNDAI","PC","1","7","B","HYUNDAI SANTA FE GL THE-S A/T","0","0","0","0","955000","0","0","0","SUV"
"HYUNDAI","PC","1","7","B","HYUNDAI SANTA FE GLS THE A/T","0","0","0","0","885000","0","0","0","SUV"
"HYUNDAI","PC","1","7","B","HYUNDAI SANTA FE PET 4X2 A/T","0","0","0","0","885000","0","0","0","SUV"
"HYUNDAI","PC","1","7","B","HYUNDAI SANTA FE R-EVGT 4X2 A/T","0","1380000","1215000","1115000","0","0","0","0","SUV"
"HYUNDAI","PC","1","7","B","HYUNDAI SANTA FE R-EVGT CRDI A/T","0","0","1405000","1240000","0","0","0","0","SUV"
"HYUNDAI","PC","1","7","B","HYUNDAI SANTA FE R-EVGT GLS 4X4 A/T","2228000","1965000","0","0","0","0","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI SONATA 2.0 LIMITED  A/T","1448000","1275000","1125000","990000","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","B","HYUNDAI SONATA 2.4 GLS A/T","0","0","0","0","885000","780000","690000","605000","SEDAN"
"HYUNDAI","PC","1","5","B","HYUNDAI SONATA 2.4 GLS 6 A/T","0","0","0","0","0","800000","0","0","SEDAN"
"HYUNDAI","PC","1","5","B","HYUNDAI SONATA 2.4 P GLS A/T","0","0","0","0","1030000","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","B","HYUNDAI SONATA 2.4 THETA II GLS A/T","1388000","1225000","1080000","985000","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","B","HYUNDAI SONATA 2.4 THETA PRE GLS A/T","1608000","1420000","1250000","1130000","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","C","HYUNDAI SONATA 3.3 GLS A/T","0","0","0","0","0","0","645000","645000","SEDAN"
"HYUNDAI","PC","1","12","B","HYUNDAI STAREX CRDI VGT M/T","0","0","0","0","0","0","720000","0","VAN"
"HYUNDAI","PC","1","12","C","HYUNDAI STAREX GL TCI M/T","0","0","0","0","0","0","590000","0","VAN"
"HYUNDAI","PC","1","10","C","HYUNDAI STAREX GLS TCI A/T","0","0","0","0","0","0","760000","0","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI STAREX GOLD VGT A/T","0","0","0","0","0","0","970000","0","VAN"
"HYUNDAI","PC","1","10","C","HYUNDAI STAREX PRO 2.6 M/T","0","0","0","0","0","0","0","385000","VAN"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON 4X2 CRDI A/T","0","0","0","0","0","0","0","515000","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON 4X2 CVVT A/T","0","0","0","0","0","0","0","450000","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON 4X2 CVVT M/T","0","0","0","0","0","0","0","430000","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON 4X2 1T CVVT A/T","0","0","0","0","0","645000","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON 4X2 1T CVVT M/T","0","0","0","0","0","620000","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON 4X2 2T CVVT A/T","0","0","0","0","0","640000","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON 4X2 2T CVVT M/T","0","0","0","0","0","610000","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON 4X2 SU CRDI A/T","0","0","0","0","0","725000","640000","565000","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON 4X2 SU CVVT A/T","0","0","0","0","0","0","555000","490000","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON 4X2 SU CVVT M/T","0","0","0","0","0","0","520000","460000","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON 4X4 SU CRDI A/T","0","0","0","0","0","800000","705000","620000","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON CVVT 2T A/T","0","0","675000","0","0","0","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON GL AWD FL A/T","1428000","1260000","0","0","0","0","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON GL FWD FL A/T","1118000","985000","0","0","0","0","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON GL FWD FL M/T","1058000","935000","0","0","0","0","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON GLS 2.0 4X2 S THE2 A/T","0","1085000","0","0","0","0","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON GLS FWD FL A/T","1288000","1135000","0","0","0","0","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON REVGT 4WD A/T","0","0","0","0","895000","790000","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON REVGT PREM A/T","0","0","0","0","1100000","0","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON REVGT GL 4WD A/T","0","0","0","995000","0","0","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON REVGT GL 4X4 A/T","1428000","0","0","975000","0","0","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON REVGT GLS P 4X4 A/T","0","0","0","1215000","0","0","0","0","SUV"
"HYUNDAI","PC","1","1","B","HYUNDAI TUCSON THE2 GL 2.0 4X2 M/T","0","0","0","710000","0","0","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON THE2 GLS 2.0 4X2 A/T","0","1050000","925000","0","0","0","0","0","SUV"
"HYUNDAI","PC","1","1","B","HYUNDAI TUCSON THE2 GLS 2.4 4X4 A/T","0","0","0","1045000","0","0","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON THE2 GLS 2.4 4X4 P A/T","0","0","0","1145000","0","0","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON THE2W 2.0 A/T","0","0","0","745000","660000","0","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON THE2W 2.0 M/T","0","0","0","0","640000","0","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON THE4W 2.4 A/T","0","0","0","0","835000","0","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON THETA 2.0 A/T","0","0","0","0","760000","685000","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON THETA 2.0 M/T","0","0","0","0","0","550000","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON THETA 2.4 A/T","0","0","0","0","1035000","910000","0","0","SUV"
"HYUNDAI","PC","1","5","B","HYUNDAI TUCSON THETA 2.0 GLS 2WD A/T","0","0","0","835000","0","0","0","0","SUV"
"HYUNDAI","PC","1","5","A","HYUNDAI VELOSTER TURBO A/T","0","0","1190000","0","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI VELOSTER DCT PSHFT M/T","0","0","0","1165000","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","7","C","HYUNDAI VERACRUZ 3.0 V6 A/T","0","0","0","0","1810000","1595000","1405000","1235000","SUV"
"HYUNDAI","PC","1","7","C","HYUNDAI VERACRUZ 3.0 CRDI V6 A/T","0","0","2230000","1965000","0","0","0","0","SUV"
"ISUZU","PC","1","9","C","ISUZU ALTERRA 4X2 OC A/T","0","0","0","1115000","985000","865000","760000","670000","SUV"
"ISUZU","PC","1","9","C","ISUZU ALTERRA 4X2 OC M/T","0","1345000","1185000","1045000","920000","810000","710000","625000","SUV"
"ISUZU","PC","1","9","C","ISUZU ALTERRA 4X2 WP A/T","0","0","1260000","1110000","980000","860000","760000","665000","SUV"
"ISUZU","PC","1","9","C","ISUZU ALTERRA 4X2 WP M/T","0","1360000","0","1055000","930000","820000","720000","635000","SUV"
"ISUZU","PC","1","9","C","ISUZU ALTERRA 4X2 ZEN A/T","0","0","0","0","0","845000","745000","0","SUV"
"ISUZU","PC","1","9","C","ISUZU ALTERRA 4X2 ZENOC M/T","0","0","0","1000000","885000","775000","685000","0","SUV"
"ISUZU","PC","1","9","C","ISUZU ALTERRA 4X2 ZENWP M/T","0","0","0","1000000","885000","775000","0","0","SUV"
"ISUZU","PC","1","9","C","ISUZU ALTERRA 4X2 UC OC A/T","0","1395000","0","0","0","0","0","0","SUV"
"ISUZU","PC","1","9","C","ISUZU ALTERRA 4X2 UC WP A/T","0","1405000","0","0","0","0","0","0","SUV"
"ISUZU","PC","1","9","C","ISUZU ALTERRA 4X4 OC A/T","0","1515000","0","1175000","1035000","910000","800000","705000","SUV"
"ISUZU","PC","1","9","C","ISUZU ALTERRA 4X4 WP A/T","0","1525000","1345000","1185000","1040000","915000","805000","710000","SUV"
"ISUZU","PC","1","9","B","ISUZU CROSSWIND XL M/T","794000","700000","620000","545000","480000","420000","370000","330000","SUV"
"ISUZU","PC","1","9","B","ISUZU CROSSWIND XS M/T","750000","665000","590000","0","0","0","0","0","SUV"
"ISUZU","PC","1","9","B","ISUZU CROSSWIND XT M/T","883000","780000","685000","605000","530000","470000","415000","365000","SUV"
"ISUZU","PC","1","9","B","ISUZU CROSSWIND XTI M/T","0","0","0","680000","600000","530000","465000","410000","SUV"
"ISUZU","PC","1","9","B","ISUZU CROSSWIND XUV A/T","0","0","0","795000","700000","620000","545000","480000","SUV"
"ISUZU","PC","1","9","B","ISUZU CROSSWIND XUV M/T","0","0","0","750000","665000","585000","515000","450000","SUV"
"ISUZU","PC","1","9","B","ISUZU CROSSWIND BB XUV A/T","0","0","0","815000","720000","635000","0","0","SUV"
"ISUZU","PC","1","9","B","ISUZU CROSSWIND BB XUV M/T","0","0","0","0","700000","620000","0","0","SUV"
"ISUZU","PC","1","9","B","ISUZU CROSSWIND LE XTI M/T","0","0","0","0","0","0","0","420000","SUV"
"ISUZU","PC","1","3","B","ISUZU D-MAX CC 4X2 M/T","0","0","0","0","0","0","335000","0","PICK-UP"
"ISUZU","PC","1","15","B","ISUZU D-MAX IPV D-AC M/T","0","0","0","610000","540000","475000","420000","370000","PICK-UP"
"ISUZU","PC","1","15","B","ISUZU D-MAX IPV S-AC M/T","0","0","0","590000","520000","460000","405000","355000","PICK-UP"
"ISUZU","PC","1","5","C","ISUZU D-MAX LS 4X2 A/T","0","0","0","0","0","0","585000","515000","PICK-UP"
"ISUZU","PC","1","5","C","ISUZU D-MAX LS 4X2 M/T","0","0","0","0","0","0","600000","530000","PICK-UP"
"ISUZU","PC","1","5","C","ISUZU D-MAX LS 4X4 A/T","0","0","0","0","0","0","750000","665000","PICK-UP"
"ISUZU","PC","1","5","C","ISUZU D-MAX LS 4X4 M/T","0","0","0","0","0","0","730000","645000","PICK-UP"
"ISUZU","PC","1","5","C","ISUZU D-MAX LS 3.0 4X2 A/T","1196000","1055000","0","820000","720000","635000","0","0","PICK-UP"
"ISUZU","PC","1","5","C","ISUZU D-MAX LS 3.0 4X2 M/T","1144000","1010000","0","780000","690000","605000","0","0","PICK-UP"
"ISUZU","PC","1","5","C","ISUZU D-MAX LS 3.0 4X2RE A/T","0","0","0","0","735000","650000","0","0","PICK-UP"
"ISUZU","PC","1","5","C","ISUZU D-MAX LS 3.0 4X2RE M/T","0","0","0","0","700000","620000","0","0","PICK-UP"
"ISUZU","PC","1","5","C","ISUZU D-MAX LS 3.0 4X4 A/T","1457000","1270000","0","980000","865000","760000","0","0","PICK-UP"
"ISUZU","PC","1","5","C","ISUZU D-MAX LS 3.0 4X4 M/T","1398000","1235000","0","960000","845000","745000","0","0","PICK-UP"
"ISUZU","PC","1","5","C","ISUZU D-MAX LS 3.0 4X4RE A/T","0","0","0","0","880000","775000","0","0","PICK-UP"
"ISUZU","PC","1","5","C","ISUZU D-MAX LS 3.0 4X4RE M/T","0","0","0","0","845000","745000","0","0","PICK-UP"
"ISUZU","PC","1","5","C","ISUZU D-MAX LS BOONDOCK 4X4RE M/T","0","0","0","995000","880000","775000","0","0","PICK-UP"
"ISUZU","PC","1","5","C","ISUZU D-MAX LS X-MAX 4X2 A/T","0","0","0","850000","750000","660000","0","0","PICK-UP"
"ISUZU","PC","1","5","C","ISUZU D-MAX LS X-MAX 4X2 M/T","0","0","0","810000","715000","630000","0","0","PICK-UP"
"ISUZU","PC","1","5","C","ISUZU D-MAX LS X-MAX 4X4 A/T","0","0","0","1020000","900000","790000","0","0","PICK-UP"
"ISUZU","PC","1","5","C","ISUZU D-MAX LS X-MAX 4X4 M/T","0","0","0","975000","860000","760000","0","0","PICK-UP"
"ISUZU","PC","1","5","B","ISUZU D-MAX LT 4X2 M/T","0","0","0","0","0","480000","425000","375000","PICK-UP"
"ISUZU","PC","1","5","C","ISUZU D-MAX LT 4X4 M/T","0","0","0","0","0","640000","0","0","PICK-UP"
"ISUZU","PC","1","5","B","ISUZU D-MAX LT 2.5 4X2 M/T","857000","755000","0","585000","515000","0","0","0","PICK-UP"
"ISUZU","PC","1","5","C","ISUZU D-MAX LT 3.0 4X4 M/T","1153000","1015000","0","790000","695000","0","0","0","PICK-UP"
"ISUZU","PC","1","7","C","ISUZU MU-X LS STD 4X2 M/T","1188000","0","0","0","0","0","0","0","SUV"
"ISUZU","PC","1","7","C","ISUZU MU-X LS STD PEARL 4X2 M/T","1198000","0","0","0","0","0","0","0","SUV"
"ISUZU","PC","1","7","C","ISUZU MU-X LS-A 4X2 A/T","0","1200000","0","0","0","0","0","0","SUV"
"ISUZU","PC","1","7","B","ISUZU MU-X LS-A 4X2 A/T","1358000","0","0","0","0","0","0","0","SUV"
"ISUZU","PC","1","7","C","ISUZU MU-X LS-A 4X4 A/T","1748000","1540000","0","0","0","0","0","0","SUV"
"ISUZU","PC","1","7","C","ISUZU MU-X LS-A PEARL 4X2 A/T","1368000","0","0","0","0","0","0","0","SUV"
"ISUZU","PC","1","7","C","ISUZU MU-X LS-A PEARL 4X4 A/T","1758000","0","0","0","0","0","0","0","SUV"
"ISUZU","PC","1","7","C","ISUZU MU-X LS-M 4X2 M/T","1260000","0","0","0","0","0","0","0","SUV"
"ISUZU","PC","1","7","C","ISUZU MU-X LS-M PEARL 4X2 M/T","1270000","0","0","0","0","0","0","0","SUV"
"ISUZU","PC","1","15","B","ISUZU IPV W/ D A/C 4X2 M/T","0","0","0","0","0","0","0","365000","AUV"
"ISUZU","PC","1","15","B","ISUZU IPV W/O A/C 4X2 M/T","0","0","0","0","0","0","0","360000","AUV"
"ISUZU","PC","1","16","B","ISUZU NHR I-VAN 4-W 16STR M/T","0","1135000","1000000","880000","775000","0","0","0","VAN"
"ISUZU","PC","1","18","B","ISUZU NHR I-VAN 4-W 18STR M/T","0","0","0","940000","830000","0","0","0","VAN"
"ISUZU","PC","1","17","B","ISUZU NHRPV FLEXI TRUCK W/AC M/T","1150000","1015000","0","790000","695000","610000","540000","475000","AUV"
"ISUZU","PC","1","17","B","ISUZU NHRPV FLEXI TRUCK W/OAC M/T","0","950000","0","745000","660000","580000","510000","450000","AUV"
"ISUZU","PC","1","9","B","ISUZU SPORTIVO X-MAX A/T","0","0","0","0","800000","705000","0","0","SUV"
"ISUZU","PC","1","9","B","ISUZU SPORTIVO X-MAX M/T","0","0","0","840000","740000","655000","0","0","SUV"
"ISUZU","PC","1","9","B","ISUZU SPORTIVO  A/T","1195000","0","0","885000","780000","690000","605000","535000","SUV"
"ISUZU","PC","1","9","B","ISUZU SPORTIVO  M/T","1130000","0","0","840000","740000","655000","575000","505000","SUV"
"ISUZU","PC","1","9","A","ISUZU SPORTIVO BB XUV A/T","0","0","0","815000","0","0","0","0","SUV"
"ISUZU","PC","1","9","B","ISUZU SPORTIVO DSL TURBO M/T","0","0","0","830000","0","0","0","0","SUV"
"ISUZU","PC","1","9","B","ISUZU SPORTIVO DSL  A/T","0","0","0","880000","0","0","0","0","SUV"
"ISUZU","PC","1","8","B","ISUZU SPORTIVO X  A/T","0","1065000","940000","0","0","0","0","0","SUV"
"ISUZU","PC","1","8","B","ISUZU SPORTIVO X  M/T","0","1005000","885000","0","0","0","0","0","SUV"
"KIA","PC","1","7","B","KIA CARENS 1.7 EX CRDI A/T","0","1345000","1185000","0","0","0","0","0","SUV"
"KIA","PC","1","7","B","KIA CARENS 1.7 LX CRDI A/T","1270","5000","0","0","0","0","0","0","SUV"
"KIA","PC","1","7","B","KIA CARENS 1.7 LX CRDI M/T","0","1020000","0","0","0","0","0","0","SUV"
"KIA","PC","1","7","B","KIA CARENS 2.0 EX CRDI A/T","0","0","0","0","885000","0","0","0","SUV"
"KIA","PC","1","7","B","KIA CARENS 2.0 EX VGT A/T","0","0","0","860000","0","0","0","0","SUV"
