"Type","Subline Code","Tariff","No Pass","Class","Unit","2015","2014","2013","2012","2011","2010","2009","2008","Body Type"
"MITSUBISHI","PC","1","5","A","MITSUBISHI LANCER EX 1.6 MX A/T","930000","0","820000","0","0","0","0","0","SEDAN"
"MITSUBISHI","PC","1","5","B","MITSUBISHI LANCER EX 2.0 GLS A/T","0","0","0","760000","685000","0","0","0","SEDAN"
"MITSUBISHI","PC","1","5","B","MITSUBISHI LANCER EX 2.0 GLX M/T","0","0","0","715000","630000","0","0","0","SEDAN"
"MITSUBISHI","PC","1","5","B","MITSUBISHI LANCER EX 2.0 GT-A A/T","1295000","1140000","1005000","0","780000","720000","635000","0","SEDAN"
"MITSUBISHI","PC","1","5","B","MITSUBISHI LANCER EX 2.0 MX A/T","0","0","0","805000","725000","0","0","0","SEDAN"
"MITSUBISHI","PC","1","5","B","MITSUBISHI LANCER EX 2.0 CVT GT-A A/T","0","0","0","930000","0","0","0","0","SEDAN"
"MITSUBISHI","PC","1","5","B","MITSUBISHI LANCER EX 2.0 LTD RALLI M/T","0","0","0","1615000","0","0","0","0","SEDAN"
"MITSUBISHI","PC","1","5","B","MITSUBISHI LANCER EX 2.0 STD RALLI M/T","0","0","0","1680000","0","0","0","0","SEDAN"
"MITSUBISHI","PC","1","5","B","MITSUBISHI LANCER EX2.0 GLS A/T","0","0","0","0","0","585000","515000","0","SEDAN"
"MITSUBISHI","PC","1","5","B","MITSUBISHI LANCER EX2.0 GLX M/T","0","0","0","0","0","580000","515000","0","SEDAN"
"MITSUBISHI","PC","1","5","A","MITSUBISHI LANCER EX2.0 GSR M/T","0","0","0","0","0","0","0","480000","SEDAN"
"MITSUBISHI","PC","1","5","A","MITSUBISHI LANCER EX2.0 GT A/T","0","0","0","0","0","0","0","400000","SEDAN"
"MITSUBISHI","PC","1","5","B","MITSUBISHI LANCER EX2.0 GT M/T","0","0","0","0","0","650000","575000","0","SEDAN"
"MITSUBISHI","PC","1","5","A","MITSUBISHI LANCER EX2.0 MX A/T","0","0","0","0","0","0","560000","495000","SEDAN"
"MITSUBISHI","PC","1","5","B","MITSUBISHI LANCER EXLIM RALLI A/T","0","0","0","0","1460000","0","0","0","SEDAN"
"MITSUBISHI","PC","1","5","B","MITSUBISHI LANCER EXSTD RALLI A/T","0","0","0","0","1510000","0","0","0","SEDAN"
"MITSUBISHI","PC","1","5","A","MITSUBISHI MIRAGE 1.2 GLS M/T","623000","550000","485000","425000","0","0","0","0","HATCHBACK"
"MITSUBISHI","PC","1","5","A","MITSUBISHI MIRAGE 1.2 GLX M/T","523000","465000","410000","360000","0","0","0","0","HATCHBACK"
"MITSUBISHI","PC","1","5","A","MITSUBISHI MIRAGE 1.2 CVT GLS A/T","673000","595000","525000","460000","0","0","0","0","HATCHBACK"
"MITSUBISHI","PC","1","5","A","MITSUBISHI MIRAGE 1.2 CVT GLX A/T","573000","505000","445000","0","0","0","0","0","HATCHBACK"
"MITSUBISHI","PC","1","5","A","MITSUBISHI MIRAGE G4 1.2 GLS A/T","718000","635000","0","0","0","0","0","0","SEDAN"
"MITSUBISHI","PC","1","5","A","MITSUBISHI MIRAGE G4 1.2 GLS M/T","668000","590000","0","0","0","0","0","0","SEDAN"
"MITSUBISHI","PC","1","5","A","MITSUBISHI MIRAGE G4 1.2 GLX A/T","628000","555000","0","0","0","0","0","0","SEDAN"
"MITSUBISHI","PC","1","5","A","MITSUBISHI MIRAGE G4 1.2 GLX M/T","578000","510000","0","0","0","0","0","0","SEDAN"
"MITSUBISHI","PC","1","5","A","MITSUBISHI MIRAGE G4 1.2 GX M/T","0","485000","0","0","0","0","0","0","SEDAN"
"MITSUBISHI","PC","1","7","B","MITSUBISHI MONTERO 4X2 A/T","0","0","0","0","0","830000","0","0","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI MONTERO 2.5 4X2 GLX-V M/T","0","0","0","955000","0","0","0","0","SUV"
"MITSUBISHI","PC","1","7","C","MITSUBISHI MONTERO 2.5 GLS 4X2 M/T","0","0","905000","0","0","0","0","0","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI MONTERO 2.5 GLS-V 4X2 A/T","1468000","1295000","1140000","1035000","915000","0","0","0","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI MONTERO 2.5 GLS-V 4X4 M/T","1558000","1380000","1225000","1105000","0","0","0","0","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI MONTERO 2.5 GLX 4X2 A/T","1308000","1155000","1020000","0","0","0","0","0","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI MONTERO 2.5 GLX 4X2 M/T","1208000","1065000","940000","0","0","0","0","0","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI MONTERO 2.5 GTV 4X4 A/T","0","1550000","1365000","1225000","1080000","0","0","0","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI MONTERO 2.5 NON-VGT 4X2 A/T","0","1155000","0","0","0","0","0","0","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI MONTERO 2.5 NON-VGT 4X2 M/T","0","1065000","940000","825000","0","0","0","0","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI MONTERO 3.0  A/T","0","0","0","1220000","0","0","0","0","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI MONTERO 3.2 GLS 4X2 M/T","0","0","0","1020000","0","0","0","0","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI MONTERO GLS 4X2 A/T","0","0","0","0","915000","810000","710000","625000","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI MONTERO GLS 4X4 M/T","0","0","0","1105000","970000","845000","740000","655000","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI MONTERO GLS 4X4SE A/T","0","0","0","1240000","1115000","985000","865000","760000","SUV"
"MITSUBISHI","PC","1","5","B","MITSUBISHI OUTLANDER 2.4 GLS A/T","0","0","0","0","0","0","600000","580000","SUV"
"MITSUBISHI","PC","1","5","B","MITSUBISHI OUTLANDER 2.4 GLX A/T","0","0","0","0","0","0","635000","0","SUV"
"MITSUBISHI","PC","1","5","C","MITSUBISHI OUTLANDER 3.0 GLS A/T","0","0","0","0","0","0","795000","0","SUV"
"MITSUBISHI","PC","1","5","B","MITSUBISHI OUTLANDER 3.0 SPORT A/T","0","0","0","0","0","0","0","685000","SUV"
"MITSUBISHI","PC","1","7","C","MITSUBISHI PAJERO LTD A/T","0","0","0","0","0","0","1650000","0","SUV"
"MITSUBISHI","PC","1","7","B","MITSUBISHI PAJERO 2.8 4X2LE A/T","0","0","0","0","0","0","0","825000","SUV"
"MITSUBISHI","PC","1","7","C","MITSUBISHI PAJERO 3.2 BK 4X4 A/T","0","0","0","1975000","0","0","0","0","SUV"
"MITSUBISHI","PC","1","7","C","MITSUBISHI PAJERO 3.2 BK GLS 4X4 A/T","2700000","2380000","0","0","0","0","0","0","SUV"
"MITSUBISHI","PC","1","7","C","MITSUBISHI PAJERO 3.2BK 4X4 A/T","0","0","0","0","1780000","1570000","1380000","1215000","SUV"
"MITSUBISHI","PC","1","7","C","MITSUBISHI PAJERO 3.8 BK V64X4 A/T","0","0","1985000","1880000","0","0","0","0","SUV"
"MITSUBISHI","PC","1","7","C","MITSUBISHI PAJERO 3.8BK V64X4 A/T","0","0","0","0","1650000","1455000","1280000","1140000","SUV"
"MITSUBISHI","PC","1","7","C","MITSUBISHI PAJERO SW SURP M/T","0","0","0","0","0","0","0","270000","SUV"
"MITSUBISHI","PC","1","9","B","MITSUBISHI SPACEGEAR L-400 A/T","0","0","0","0","0","0","0","555000","MINIVAN"
"MITSUBISHI","PC","1","5","B","MITSUBISHI STRADA 2.5 GLS-V 4X4 M/T","0","0","0",,"0","0","0","0","PICK-UP"
"MITSUBISHI","PC","1","5","B","MITSUBISHI STRADA GL 4X2 M/T","880000","775000","0","625000","550000","485000","430000","380000","PICK-UP"
"MITSUBISHI","PC","1","5","B","MITSUBISHI STRADA GLS 4X4 M/T","0","0","0","825000","735000","650000","570000","505000","PICK-UP"
"MITSUBISHI","PC","1","5","C","MITSUBISHI STRADA GLS SPORT 4X4 A/T","0","0","0","945000","845000","745000","655000","580000","PICK-UP"
"MITSUBISHI","PC","1","5","C","MITSUBISHI STRADA GLS SPORT 4X4 M/T","0","0","0","910000","820000","725000","640000","560000","PICK-UP"
"MITSUBISHI","PC","1","5","B","MITSUBISHI STRADA GLS SPORT V 4X4 A/T","1340000","1180000","1040000","945000","850000","0","0","0","PICK-UP"
"MITSUBISHI","PC","1","5","A","MITSUBISHI STRADA GLS V 4X4 A/T","0","0","1100000","0","0","0","0","0","PICK-UP"
"MITSUBISHI","PC","1","5","A","MITSUBISHI STRADA GLS V 4X4 M/T","1240000","1095000","965000","870000","0","0","0","0","PICK-UP"
"MITSUBISHI","PC","1","5","B","MITSUBISHI STRADA GLS-SPORT V 4X4 A/T","0","1180000","0","0","0","0","0","0","PICK-UP"
"MITSUBISHI","PC","1","5","B","MITSUBISHI STRADA GLS-SPORT V 4X4 M/T","0","1215000","0","0","0","0","0","0","PICK-UP"
"MITSUBISHI","PC","1","5","B","MITSUBISHI STRADA GLX 4X2 M/T","1005000","885000","780000","690000","605000","535000","470000","415000","PICK-UP"
"MITSUBISHI","PC","1","5","B","MITSUBISHI STRADA GLX 4X4 M/T","1070000","945000","0","0","0","0","0","440000","PICK-UP"
"MITSUBISHI","PC","1","5","B","MITSUBISHI STRADA GLX 2.5 SE 4X2 M/T","1030000","910000","0","0","0","0","0","0","PICK-UP"
"MITSUBISHI","PC","1","5","B","MITSUBISHI STRADA GLX V 4X2 A/T","1115000","1015000","895000","780000","680000","0","0","0","PICK-UP"
"MITSUBISHI","PC","1","5","B","MITSUBISHI STRADA GLX V SE 4X2 A/T","1140000","1005000","0","0","0","0","0","0","PICK-UP"
"MITSUBISHI","PC","1","5","B","MITSUBISHI STRADA GLX V SE 4X4 M/T","1280000","1130000","0","0","0","0","0","0","PICK-UP"
"NISSAN","PC","1","2","C","NISSAN 370 Z SPORT A/T","0","0","0","0","0","0","1950000","0","2 DOOR COUPE"
"NISSAN","PC","1","5","A","NISSAN ALMERA 1.5 BASE A/T","0","670000","590000","0","0","0","0","0","SEDAN"
"NISSAN","PC","1","5","A","NISSAN ALMERA 1.5 BASE M/T","710000","625000","550000","0","0","0","0","0","SEDAN"
"NISSAN","PC","1","5","A","NISSAN ALMERA 1.5 MID A/T","0","735000","650000","0","0","0","0","0","SEDAN"
"NISSAN","PC","1","5","A","NISSAN ALMERA 1.5 LTD ED BASE A/T","0","740000","0","0","0","0","0","0","SEDAN"
"NISSAN","PC","1","5","A","NISSAN ALMERA 1.5 LTD ED MID A/T","0","805000","0","0","0","0","0","0","SEDAN"
"NISSAN","PC","1","5","A","NISSAN ALMERA 1.5 LTD ED  M/T","0","700000","0","0","0","0","0","0","SEDAN"
"NISSAN","PC","1","5","A","NISSAN ALTIMA 2.5 SV A/T","0","1455000","0","0","0","0","0","0","SEDAN"
"NISSAN","PC","1","5","A","NISSAN ALTIMA 3.5 SL A/T","2030000","1790000","0","0","0","0","0","0","SEDAN"
"NISSAN","PC","1","5","B","NISSAN CEFIRO 2.0 CLASS A/T","0","0","0","0","0","690000","610000","535000","SEDAN"
"NISSAN","PC","1","5","C","NISSAN CEFIRO 3.0L 300EX A/T","0","0","0","0","0","835000","735000","650000","SEDAN"
"NISSAN","PC","1","12","B","NISSAN ESCAPADE 12STR M/T","0","0","0","820000","780000","0","0","0","URVAN"
"NISSAN","PC","1","12","B","NISSAN ESCAPADE TD27 M/T","0","0","0","0","0","695000","615000","540000","URVAN"
"NISSAN","PC","1","12","B","NISSAN ESCAPADE ENT EDITION 12STR M/T","0","0","0","885000","0","0","0","0","URVAN"
"NISSAN","PC","1","12","B","NISSAN ESTATE 3.0  M/T","0","1275000","1135000","1025000","910000","885000","780000","0","VAN"
"NISSAN","PC","1","12","C","NISSAN ESTATE ENT EDITION E25 M/T","0","0","0","1095000","0","0","0","0","VAN"
"NISSAN","PC","1","12","B","NISSAN ESTATE MONO CEO M/T","0","0","0","0","0","0","0","685000","VAN"
"NISSAN","PC","1","2","C","NISSAN FAIRLADY 350Z A/T","0","0","0","0","0","2190000","1930000","1700000","2 DOOR COUPE"
"NISSAN","PC","1","2","C","NISSAN FAIRLADY 350Z M/T","0","0","0","0","0","2065000","1820000","1600000","2 DOOR COUPE"
"NISSAN","PC","1","5","B","NISSAN FRONTIER 2.7 4X2 M/T","0","0","0","0","550000","485000","430000","375000","PICK-UP"
"NISSAN","PC","1","5","B","NISSAN FRONTIER 2.7 4X2 S A/T","0","0","0","0","0","0","385000","0","PICK-UP"
"NISSAN","PC","1","5","B","NISSAN FRONTIER 2.7 4X2 S M/T","0","0","0","0","0","510000","450000","395000","PICK-UP"
"NISSAN","PC","1","5","B","NISSAN FRONTIER 2.7 BRAVADO 4X2 M/T","0","730000","645000","570000","0","0","0","0","PICK-UP"
"NISSAN","PC","1","5","B","NISSAN FRONTIER 2.7 STD 4X2 M/T","0","695000","0","0","0","0","0","0","PICK-UP"
"NISSAN","PC","1","5","B","NISSAN FRONTIER NAV 4X2 A/T","0","0","0","0","755000","665000","585000","515000","PICK-UP"
"NISSAN","PC","1","5","B","NISSAN FRONTIER NAV 4X2 M/T","0","0","0","0","720000","635000","560000","495000","PICK-UP"
"NISSAN","PC","1","5","B","NISSAN FRONTIER NAV 4X4 A/T","0","0","0","1055000","945000","835000","735000","645000","PICK-UP"
"NISSAN","PC","1","5","B","NISSAN FRONTIER NAV 4X4 M/T","0","0","0","1015000","920000","810000","715000","630000","PICK-UP"
"NISSAN","PC","1","6","B","NISSAN FRONTIER NAV BRUTE M/T","0","0","0","0","730000","0","0","0","PICK-UP"
"NISSAN","PC","1","5","B","NISSAN FRONTIER NAVARA 4X2 A/T","0","1050000","925000","815000","0","0","0","0","PICK-UP"
"NISSAN","PC","1","5","B","NISSAN FRONTIER NAVARA 4X2 M/T","0","1005000","0","800000","0","0","0","0","PICK-UP"
"NISSAN","PC","1","5","B","NISSAN FRONTIER NAVARA 4X4 BRUTE M/T","0","995000","895000","0","0","0","0","0","PICK-UP"
"NISSAN","PC","1","6","B","NISSAN FRONTIER NAVARA 4X4 KROME A/T","0","0","0","1095000","0","0","0","0","PICK-UP"
"NISSAN","PC","1","5","B","NISSAN FRONTIER NAVARA GTX 4X4 A/T","1538000","1355000","0","0","0","0","0","0","PICK-UP"
"NISSAN","PC","1","5","B","NISSAN FRONTIER NAVARA GTX 4X4 M/T","0","1305000","0","0","0","0","0","0","PICK-UP"
"NISSAN","PC","1","5","B","NISSAN FRONTIER STD 2.7 4X2 M/T","0","0","0","565000","0","0","0","0","PICK-UP"
"NISSAN","PC","1","7","C","NISSAN LIVINA 1.8L A/T","0","0","0","0","0","510000","0","0","MPV"
"NISSAN","PC","1","7","B","NISSAN LIVINA 1.8XL A/T","0","0","0","0","0","0","450000","0","MPV"
"NISSAN","PC","1","7","C","NISSAN LIVINA 1.8XL M/T","0","0","0","0","0","0","0","405000","MPV"
"NISSAN","PC","1","7","B","NISSAN LIVINA 1.8XR A/T","0","0","0","0","0","0","450000","400000","MPV"
"NISSAN","PC","1","7","B","NISSAN LIVINA 1.8XV A/T","0","0","0","0","0","0","540000","480000","MPV"
"NISSAN","PC","1","7","B","NISSAN LIVINA 1.8 ELEG HGHWY A/T","0","890000","0","690000","0","0","0","0","MPV"
"NISSAN","PC","1","7","B","NISSAN LIVINA 1.8 LUX HGHWY A/T","0","820000","0","640000","0","0","0","0","MPV"
"NISSAN","PC","1","7","C","NISSAN LIVINA ELEGA 1.8L A/T","0","0","0","705000","640000","565000","0","0","MPV"
"NISSAN","PC","1","7","B","NISSAN LIVINA ELEGA ACC A/T","0","0","0","0","0","580000","0","0","MPV"
"NISSAN","PC","1","7","B","NISSAN LIVINA ELEGANCE RM A/T","0","0","0","745000","0","0","0","0","MPV"
"NISSAN","PC","1","7","B","NISSAN LIVINA ELITE 1.8L M/T","0","0","0","0","0","480000","0","0","MPV"
"NISSAN","PC","1","7","B","NISSAN LIVINA ELITE RM M/T","0","0","0","665000","0","0","0","0","MPV"
"NISSAN","PC","1","7","B","NISSAN LIVINA ELITE XL RM M/T","0","0","0","0","575000","0","0","0","MPV"
"NISSAN","PC","1","7","B","NISSAN LIVINA ELITE  M/T","0","0","0","620000","0","0","0","0","MPV"
"NISSAN","PC","1","7","C","NISSAN LIVINA LUXUR ACC A/T","0","0","0","0","0","540000","0","0","MPV"
"NISSAN","PC","1","7","B","NISSAN LIVINA LUXUR RM A/T","0","0","0","700000","0","0","0","0","MPV"
"NISSAN","PC","1","7","B","NISSAN LIVINA LUXUR  A/T","0","0","0","655000","0","0","0","0","MPV"
"NISSAN","PC","1","5","C","NISSAN MURANO 3.5 V6 XT A/T","0","0","0","0","1830000","1615000","0","0","SUV"
"NISSAN","PC","1","5","C","NISSAN MURANO 3.5  A/T","0","0","0","0","0","0","1475000","1300000","SUV"
"NISSAN","PC","1","5","C","NISSAN MURANO 3.5 Z51 V6 A/T","0","2115000","1865000","1640000","0","0","0","0","SUV"
"NISSAN","PC","1","5","B","NISSAN NAVARA 2.5 CRDI GTX 4X4 M/T","0","0","1175000","0","0","0","0","0","PICK-UP"
"NISSAN","PC","1","5","B","NISSAN NAVARA 2.5 KROME 4X4 A/T","0","0","1215000","1095000","0","0","0","0","PICK-UP"
"NISSAN","PC","1","5","B","NISSAN NAVARA 2.5 LE 4X2 M/T","0","0","970000","0","0","0","0","0","PICK-UP"
"NISSAN","PC","1","5","B","NISSAN NAVARA BRUTE 4X4 M/T","0","0","0","810000","0","0","0","0","PICK-UP"
"NISSAN","PC","1","5","B","NISSAN NAVARA BRUTE XL 4X4 M/T","0","0","0","885000","0","0","0","0","PICK-UP"
"NISSAN","PC","1","5","B","NISSAN NAVARA KROME 4X4 A/T","0","0","0","0","990000","0","0","0","PICK-UP"
"NISSAN","PC","1","5","B","NISSAN NAVARA KROME 4X4 M/T","0","0","0","1060000","0","0","0","0","PICK-UP"
"NISSAN","PC","1","5","B","NISSAN NAVARA TECH XTREME 4X4 A/T","0","0","0","1080000","0","0","0","0","PICK-UP"
"NISSAN","PC","1","5","B","NISSAN NAVARA TECH XTREME 4X4 M/T","0","0","0","1030000","0","0","0","0","PICK-UP"
"NISSAN","PC","1","7","C","NISSAN PATROL 3.0 4X4 M/T","0","0","0","0","0","0","0","1240000","SUV"
"NISSAN","PC","1","7","C","NISSAN PATROL 3.0 4X4TD A/T","0","0","0","0","1740000","1535000","1350000","1190000","SUV"
"NISSAN","PC","1","7","C","NISSAN PATROL 3.0 4X4TD M/T","0","0","0","0","1745000","1540000","1355000","1190000","SUV"
"NISSAN","PC","1","7","C","NISSAN PATROL 3.0 SPR SAFAR 4X4 A/T","0","2460000","2165000","1905000","0","0","0","0","SUV"
"NISSAN","PC","1","7","C","NISSAN PATROL 4.8 4X4 A/T","0","0","0","0","0","1740000","1535000","1350000","SUV"
"NISSAN","PC","1","7","C","NISSAN PATROL 4.8  M/T","0","0","0","0","0","1710000","1500000","0","SUV"
"NISSAN","PC","1","7","C","NISSAN PATROL 5.6 ROYAL A/T","0","0","0","0","3455000","0","0","0","SUV"
"NISSAN","PC","1","7","C","NISSAN PATROL 5.6 ROYALE 4X4 A/T","0","4400000","3875000","3410000","0","0","0","0","SUV"
"NISSAN","PC","1","7","C","NISSAN PATROL 5.6V8 4X4 A/T","0","0","0","0","0","3455000","0","0","SUV"
"NISSAN","PC","1","6","B","NISSAN PATROL TURBO 4X4 A/T","0","0","0","0","0","1425000","0","0","SUV"
"NISSAN","PC","1","6","B","NISSAN PATROL TURBO 4X4 M/T","0","0","0","0","0","1740000","0","0","SUV"
"NISSAN","PC","1","6","C","NISSAN PATROL TURBO 4X4 G A/T","0","0","0","0","0","1710000","0","0","SUV"
"NISSAN","PC","1","5","A","NISSAN SENTRA 1.3 GS A/T","0","0","0","0","0","555000","0","0","SEDAN"
"NISSAN","PC","1","5","A","NISSAN SENTRA 1.3 GX A/T","0","0","525000","465000","0","435000","385000","340000","SEDAN"
"NISSAN","PC","1","5","A","NISSAN SENTRA 1.3 GX M/T","0","0","0","0","0","405000","360000","315000","SEDAN"
"NISSAN","PC","1","5","A","NISSAN SENTRA 1.3 STD M/T","0","0","0","0","0","0","0","295000","SEDAN"
"NISSAN","PC","1","5","A","NISSAN SENTRA 1.3 GX  A/T","0","0","0","0","435000","0","0","0","SEDAN"
"NISSAN","PC","1","5","A","NISSAN SENTRA 1.3 POWER GX A/T","0","585000","0","0","0","0","0","0","SEDAN"
"NISSAN","PC","1","5","A","NISSAN SENTRA 1.3 POWER GX M/T","0","560000","495000","460000","405000","0","0","0","SEDAN"
"NISSAN","PC","1","5","A","NISSAN SENTRA 1.3 STANDARD GX M/T","0","540000","480000","420000","0","0","0","0","SEDAN"
"NISSAN","PC","1","5","A","NISSAN SENTRA 1.3GX POWER M/T","0","0","0","0","0","375000","335000","0","SEDAN"
"NISSAN","PC","1","5","A","NISSAN SENTRA 1.6 GS A/T","0","0","675000","595000","555000","490000","430000","380000","SEDAN"
"NISSAN","PC","1","5","A","NISSAN SENTRA 1.6 GSX A/T","0","0","0","0","0","0","480000","425000","SEDAN"
"NISSAN","PC","1","5","A","NISSAN SENTRA 1.6 GSX M/T","0","0","605000","535000","495000","440000","435000","385000","SEDAN"
"NISSAN","PC","1","5","B","NISSAN SENTRA 2.0 6SPD M/T","0","925000","815000","720000","0","0","0","0","SEDAN"
"NISSAN","PC","1","5","B","NISSAN SENTRA 2.0 CVT A/T","0","1015000","895000","790000","0","0","0","0","SEDAN"
"NISSAN","PC","1","5","B","NISSAN SENTRA 200 CVT A/T","0","0","0","0","755000","665000","0","0","SEDAN"
"NISSAN","PC","1","5","A","NISSAN SENTRA N16 GX M/T","0","0","0","0","0","0","0","295000","SEDAN"
"NISSAN","PC","1","10","B","NISSAN SERENA 250 ELEG A/T","0","0","0","0","0","0","775000","0","VAN"
"NISSAN","PC","1","10","B","NISSAN SERENA 250 LUX M/T","0","0","0","0","0","0","680000","0","VAN"
"NISSAN","PC","1","10","B","NISSAN SERENA ELEG  A/T","0","0","0","0","0","0","0","730000","VAN"
"NISSAN","PC","1","10","B","NISSAN SERENA LUX  A/T","0","0","0","0","0","0","0","655000","VAN"
"NISSAN","PC","1","10","B","NISSAN SERENA QRV  A/T","0","0","0","0","0","905000","0","0","VAN"
"NISSAN","PC","1","0","A","NISSAN SYLPHY 1.6  A/T","0","810000","0","0","0","0","0","0","SEDAN"
"NISSAN","PC","1","0","A","NISSAN SYLPHY 1.6 BASE  M/T","0","715000","0","0","0","0","0","0","SEDAN"
"NISSAN","PC","1","0","A","NISSAN SYLPHY 1.8 CVT  A/T","988000","870000","0","0","0","0","0","0","SEDAN"
"NISSAN","PC","1","5","B","NISSAN TEANA CVT XV A/T","0","0","0","0","0","1165000","0","0","SEDAN"
"NISSAN","PC","1","5","B","NISSAN TEANA JK 2.3  A/T","0","0","0","0","0","1155000","1020000","895000","SEDAN"
"NISSAN","PC","1","5","B","NISSAN TEANA JM 2.3  A/T","0","0","0","0","0","1025000","905000","795000","SEDAN"
"NISSAN","PC","1","5","B","NISSAN TEANA XL 2.5 CVT A/T","0","1490000","1315000","1155000","0","0","0","0","SEDAN"
"NISSAN","PC","1","5","B","NISSAN TEANA XL 2.5  A/T","0","0","0","0","1095000","0","0","0","SEDAN"
"NISSAN","PC","1","5","B","NISSAN TEANA XV 2.5  A/T","0","0","0","0","1285000","0","0","0","SEDAN"
"NISSAN","PC","1","5","C","NISSAN TEANA XV 3.5 CVT A/T","0","1805000","1590000","1400000","1235000","0","0","0","SEDAN"
"NISSAN","PC","1","12","B","NISSAN URVAN 12ST 2.7 M/T","0","0","0","0","0","0","0","505000","VAN"
"NISSAN","PC","1","18","B","NISSAN URVAN 15ST S 2.7 M/T","0","0","0","0","0","0","0","480000","VAN"
"NISSAN","PC","1","21","B","NISSAN URVAN 2.7 SHUTTLE UJ 21STR M/T","0","1005000","0","0","0","0","0","0","VAN"
"NISSAN","PC","1","18","B","NISSAN URVAN 2.7 SHUTTLE VX 18STR M/T","0","1025000","0","0","0","0","0","0","VAN"
"NISSAN","PC","1","18","B","NISSAN URVAN 2.7 VX 18STR M/T","0","0","885000","0","0","0","0","0","VAN"
"NISSAN","PC","1","18","B","NISSAN URVAN 2.7 VX E-EDT 18STR M/T","0","0","0","860000","0","0","0","0","VAN"
"NISSAN","PC","1","15","B","NISSAN URVAN CLOSED VAN M/T","0","0","0","720000","0","650000","575000","0","VAN"
"NISSAN","PC","1","18","B","NISSAN URVAN E25 CV M/T","0","0","0","0","0","675000","0","0","VAN"
"NISSAN","PC","1","12","B","NISSAN URVAN ESCAPADE E-EDT 12STR M/T","0","1055000","0","0","0","0","0","0","VAN"
"NISSAN","PC","1","3","B","NISSAN URVAN ESTATE 3.0 CLOSE M/T","0","1155000","1020000","0","0","0","0","0","VAN"
"NISSAN","PC","1","18","B","NISSAN URVAN SHUTTL 18-ST M/T","0","0","0","0","700000","670000","590000","0","VAN"
"NISSAN","PC","1","21","B","NISSAN URVAN SHUTTL 21-ST M/T","0","0","0","0","665000","590000","0","0","VAN"
"NISSAN","PC","1","21","B","NISSAN URVAN SHUTTLE UJ 21STR M/T","0","0","0","780000","0","0","0","0","VAN"
"NISSAN","PC","1","18","B","NISSAN URVAN SHUTTLE VX 18STR M/T","0","0","0","800000","0","0","0","0","VAN"
"NISSAN","PC","1","18","B","NISSAN URVAN VX 2.7 M/T","0","0","0","0","0","0","565000","500000","VAN"
"NISSAN","PC","1","5","A","NISSAN X-TRAIL 2.0 4X2 A/T","0","0","0","0","705000","625000","550000","570000","SUV"
"NISSAN","PC","1","5","B","NISSAN X-TRAIL 2.0 200 4X2 A/T","0","0","0","780000","0","0","0","0","SUV"
"NISSAN","PC","1","5","B","NISSAN X-TRAIL 2.0 MC2 4X2 A/T","0","0","0","780000","0","0","0","0","SUV"
"NISSAN","PC","1","5","B","NISSAN X-TRAIL 2.0 RDMASTER 4X2 A/T","0","0","0","825000","0","0","0","0","SUV"
"NISSAN","PC","1","5","B","NISSAN X-TRAIL 2.0L 4X4 A/T","0","0","0","0","0","0","0","625000","SUV"
"NISSAN","PC","1","5","B","NISSAN X-TRAIL 2.5 4WD A/T","0","0","0","0","0","765000","735000","650000","SUV"
"NISSAN","PC","1","5","B","NISSAN X-TRAIL 2.5 4X2 A/T","0","0","0","1000000","0","0","0","0","SUV"
"NISSAN","PC","1","5","B","NISSAN X-TRAIL 2.5 CVT A/T","0","0","0","0","725000","0","0","0","SUV"
"NISSAN","PC","1","5","B","NISSAN X-TRAIL 2.5 CVT 4X2 A/T","0","0","0","975000","0","0","0","0","SUV"
"NISSAN","PC","1","5","B","NISSAN X-TRAIL 2.5 CVT 4X4 A/T","0","0","0","1115000","0","0","0","0","SUV"
"NISSAN","PC","1","5","B","NISSAN X-TRAIL 250 4X2 A/T","0","0","0","0","0","700000","0","0","SUV"
"NISSAN","PC","1","5","B","NISSAN X-TRAIL 4X2 2.0L A/T","0","0","0","0","0","0","620000","0","SUV"
"NISSAN","PC","1","5","B","NISSAN X-TRAIL 4X2 LE A/T","0","1045000","0","0","0","0","0","0","SUV"
"NISSAN","PC","1","5","B","NISSAN X-TRAIL 4X2  A/T","0","0","865000","0","0","0","0","0","SUV"
"NISSAN","PC","1","5","B","NISSAN X-TRAIL 4X2 2.0  A/T","1375000","0","0","0","0","0","0","0","SUV"
"NISSAN","PC","1","5","B","NISSAN X-TRAIL 4X2 2.0 200  A/T","0","955000","0","0","0","0","0","0","SUV"
